၁။ မဟာသတိပဋ္ဌာနသုတ်တော် ဝတ်ရွတ်စဉ် အမွှန်း| ပဋ္ဌာန်း၊ ဓမ္မစကြာ၊ အနတ္တလက္ခဏသုတ်၊ မဟာသတိပဋ္ဌာနသုတ် တော် ဝတ်ရွတ်စဉ်
၄၂၈။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၇-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၂၉။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၇-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၀။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၈-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၁။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၁၄-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၂။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၁၄-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၃။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၁၅-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၄။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၂၁-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၅။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၂၁-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၆။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၂၂-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၇။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၂၈-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၈။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၂၈-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၃၉။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၂၉-၆-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၄၀။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၅-၇-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၄၁။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၅-၇-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၄၂။ ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း ၆-၇-၂၀၁၄| ဝိပဿနာ ဘာဝနာ အပါတ်စဉ် သင်တန်း
၄၄၃။ ၂၀၁၅ တရားစခန်း ၁၂-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၄၄။ ၂၀၁၅ တရားစခန်း ၁၂-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၄၅။ ၂၀၁၅ တရားစခန်း ၁၂-၄-၂၀၁၅ (၃)| ၂၀၁၅ တရားစခန်း
၄၄၆။ ၂၀၁၅ တရားစခန်း ၁၂-၄-၂၀၁၅ (၄)| ၂၀၁၅ တရားစခန်း
၄၄၇။ ၂၀၁၅ တရားစခန်း ၁၂-၄-၂၀၁၅ (၅)| ၂၀၁၅ တရားစခန်း
၄၄၈။ ၂၀၁၅ တရားစခန်း ၁၃-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၄၉။ ၂၀၁၅ တရားစခန်း ၁၃-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၅၀။ ၂၀၁၅ တရားစခန်း ၁၃-၄-၂၀၁၅ (၂)| ၂၀၁၅ တရားစခန်း
၄၅၁။ ၂၀၁၅ တရားစခန်း ၁၃-၄-၂၀၁၅ (၄)| ၂၀၁၅ တရားစခန်း
၄၅၂။ ၂၀၁၅ တရားစခန်း ၁၃-၄-၂၀၁၅ (၅)| ၂၀၁၅ တရားစခန်း
၄၅၃။ ၂၀၁၅ တရားစခန်း ၁၃-၄-၂၀၁၅ (၆)| ၂၀၁၅ တရားစခန်း
၄၅၄။ ၂၀၁၅ တရားစခန်း ၁၄-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၅၅။ ၂၀၁၅ တရားစခန်း ၁၄-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၅၆။ ၂၀၁၅ တရားစခန်း ၁၄-၄-၂၀၁၅ (၂)| ၂၀၁၅ တရားစခန်း
၄၅၇။ ၂၀၁၅ တရားစခန်း ၁၄-၄-၂၀၁၅ (၃)| ၂၀၁၅ တရားစခန်း
၄၅၈။ ၂၀၁၅ တရားစခန်း ၁၅-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၅၉။ ၂၀၁၅ တရားစခန်း ၁၅-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၆၀။ ၂၀၁၅ တရားစခန်း ၁၅-၄-၂၀၁၅ (၂)| ၂၀၁၅ တရားစခန်း
၄၆၁။ ၂၀၁၅ တရားစခန်း ၁၅-၄-၂၀၁၅ (၄)| ၂၀၁၅ တရားစခန်း
၄၆၂။ ၂၀၁၅ တရားစခန်း ၁၅-၄-၂၀၁၅ (၅)| ၂၀၁၅ တရားစခန်း
၄၆၃။ ၂၀၁၅ တရားစခန်း ၁၅-၄-၂၀၁၅ (၆)| ၂၀၁၅ တရားစခန်း
၄၆၄။ ၂၀၁၅ တရားစခန်း ၁၆-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၆၅။ ၂၀၁၅ တရားစခန်း ၁၆-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၆၆။ ၂၀၁၅ တရားစခန်း ၁၆-၄-၂၀၁၅ (၃)| ၂၀၁၅ တရားစခန်း
၄၆၇။ ၂၀၁၅ တရားစခန်း ၁၆-၄-၂၀၁၅ (၄)| ၂၀၁၅ တရားစခန်း
၄၆၈။ ၂၀၁၅ တရားစခန်း ၁၇-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၆၉။ ၂၀၁၅ တရားစခန်း ၁၇-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၇၀။ ၂၀၁၅ တရားစခန်း ၁၇-၄-၂၀၁၅ (၂)| ၂၀၁၅ တရားစခန်း
၄၇၁။ ၂၀၁၅ တရားစခန်း ၁၇-၄-၂၀၁၅ (၄)| ၂၀၁၅ တရားစခန်း
၄၇၂။ ၂၀၁၅ တရားစခန်း ၁၇-၄-၂၀၁၅ (၅)| ၂၀၁၅ တရားစခန်း
၄၇၃။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (ဝ)| ၂၀၁၅ တရားစခန်း
၄၇၄။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (၁)| ၂၀၁၅ တရားစခန်း
၄၇၅။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (၂)| ၂၀၁၅ တရားစခန်း
၄၇၆။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (၃)| ၂၀၁၅ တရားစခန်း
၄၇၇။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (၄)| ၂၀၁၅ တရားစခန်း
၄၇၈။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (၅)| ၂၀၁၅ တရားစခန်း
၄၇၉။ ၂၀၁၅ တရားစခန်း ၁၈-၄-၂၀၁၅ (၆)| ၂၀၁၅ တရားစခန်း
၄၈၀။ ဘဒ္ဒေကရတ္တသုတ် ၃၁-၁၀-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၁။ ဘဒ္ဒေကရတ္တသုတ် ၃၁-၁၀-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၂။ ဘဒ္ဒေကရတ္တသုတ် ၁-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၃။ ဘဒ္ဒေကရတ္တသုတ် ၇-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၄။ ဘဒ္ဒေကရတ္တသုတ် ၇-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၅။ ဘဒ္ဒေကရတ္တသုတ် ၁၄-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၆။ ဘဒ္ဒေကရတ္တသုတ် ၁၄-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၇။ ဘဒ္ဒေကရတ္တသုတ် ၁၅-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၈။ ဘဒ္ဒေကရတ္တသုတ် ၂၁-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၈၉။ ဘဒ္ဒေကရတ္တသုတ် ၂၁-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၉၀။ ဘဒ္ဒေကရတ္တသုတ် ၂၈-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၉၁။ ဘဒ္ဒေကရတ္တသုတ် ၂၈-၁၁-၂၀၁၅| ဘဒ္ဒေကရတ္တသုတ် ၂၀၁၅
၄၉၂။ နိဗ္ဗာန် ၁-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၃။ နိဗ္ဗာန် ၇-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၄။ နိဗ္ဗာန် ၂၁-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၅။ နိဗ္ဗာန် ၂၂-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၆။ နိဗ္ဗာန် ၂၈-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၇။ နိဗ္ဗာန် ၂၈-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၈။ နိဗ္ဗာန် ၂၉-၃-၂၀၁၅|နိဗ္ဗာန်
၄၉၉။ နိဗ္ဗာန် ၄-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၀။ နိဗ္ဗာန် ၄-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၁။ နိဗ္ဗာန် ၅-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၂။ နိဗ္ဗာန် ၁၁-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၃။ နိဗ္ဗာန် ၁၉-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၄။ နိဗ္ဗာန် ၁၉-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၅။ နိဗ္ဗာန် ၂၅-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၆။ နိဗ္ဗာန် ၂၅-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၇။ နိဗ္ဗာန် ၂၆-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၈။ နိဗ္ဗာန် ၂၆-၄-၂၀၁၅|နိဗ္ဗာန်
၅၀၉။ နိဗ္ဗာန် ၂-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၀။ နိဗ္ဗာန် ၂-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၁။ နိဗ္ဗာန် ၃-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၂။ နိဗ္ဗာန် ၉-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၃။ နိဗ္ဗာန် ၉-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၄။ နိဗ္ဗာန် ၁၀-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၅။ နိဗ္ဗာန် ၁၆-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၆။ နိဗ္ဗာန် ၁၆-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၇။ နိဗ္ဗာန် ၁၇-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၈။ နိဗ္ဗာန် ၂၃-၅-၂၀၁၅|နိဗ္ဗာန်
၅၁၉။ နိဗ္ဗာန် ၂၃-၅-၂၀၁၅|နိဗ္ဗာန်
၅၂၀။ နိဗ္ဗာန် ၂၄-၅-၂၀၁၅|နိဗ္ဗာန်
၅၂၁။ နိဗ္ဗာန် ၃၀-၅-၂၀၁၅|နိဗ္ဗာန်
၅၂၂။ နိဗ္ဗာန် ၃၀-၅-၂၀၁၅|နိဗ္ဗာန်
၅၂၃။ နိဗ္ဗာန် ၃၁-၅-၂၀၁၅|နိဗ္ဗာန်
၅၂၄။ နိဗ္ဗာန် ၆-၆-၂၀၁၅|နိဗ္ဗာန်
၅၂၅။ နိဗ္ဗာန် ၆-၆-၂၀၁၅|နိဗ္ဗာန်
၅၂၆။ နိဗ္ဗာန် ၇-၆-၂၀၁၅|နိဗ္ဗာန်
၅၂၇။ နိဗ္ဗာန် ၁၃-၆-၂၀၁၅|နိဗ္ဗာန်
၅၂၈။ နိဗ္ဗာန် ၁၃-၆-၂၀၁၅|နိဗ္ဗာန်
၅၂၉။ နိဗ္ဗာန် ၁၄-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၀။ နိဗ္ဗာန် ၂၀-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၁။ နိဗ္ဗာန် ၂၀-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၂။ နိဗ္ဗာန် ၂၁-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၃။ နိဗ္ဗာန် ၂၇-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၄။ နိဗ္ဗာန် ၂၇-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၅။ နိဗ္ဗာန် ၂၈-၆-၂၀၁၅|နိဗ္ဗာန်
၅၃၆။ နိဗ္ဗာန် ၄-၇-၂၀၁၅|နိဗ္ဗာန်
၅၃၇။ နိဗ္ဗာန် ၂၉-၁၁-၂၀၁၅|နိဗ္ဗာန်
၅၃၈။ နိဗ္ဗာန် ၅-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၃၉။ နိဗ္ဗာန် ၅-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၀။ နိဗ္ဗာန် ၆-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၁။ နိဗ္ဗာန် ၁၂-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၂။ နိဗ္ဗာန် ၁၃-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၃။ နိဗ္ဗာန် ၁၉-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၄။ နိဗ္ဗာန် ၁၉-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၅။ နိဗ္ဗာန် ၂၀-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၆။ နိဗ္ဗာန် ၂၆-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၇။ နိဗ္ဗာန် ၂၆-၁၂-၂၀၁၅|နိဗ္ဗာန်
၅၄၈။ နိဗ္ဗာန် ၂-၁-၂၀၁၆|နိဗ္ဗာန်
၅၄၉။ နိဗ္ဗာန် ၂-၁-၂၀၁၆|နိဗ္ဗာန်
